GenreIds,Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount
[35],773655,en,Death to 2020,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",14.707,2020-12-27,Death to 2020,6.5,668
"[36, 53, 10752]",351339,en,Anthropoid,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",14.704,2016-08-12,Anthropoid,7.1,911
"[18, 35]",77117,ko,써니,"Seven girls become good friends in high school, then events pull them apart for 25 years. When one of the friends lies dying in a hospital, she wishes to see each of them one last time.",14.696,2011-05-04,Sunny,7.9,140
"[10402, 35]",11031,en,This Is Spinal Tap,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",14.696,1984-05-04,This Is Spinal Tap,7.4,1275
"[10749, 36, 35]",1934,en,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",14.695,1998-12-11,Shakespeare in Love,6.9,2829
"[35, 18, 10751, 10770]",81250,en,Geek Charming,"Film geek Josh is looking for the subject of his new documentary when a chance meeting puts the perfect star in his sights—Dylan, his school's most popular junior. But Dylan's hopes of using the film to become Blossom Queen don't quite match with Josh's goal to make a hard-hitting exposé about popularity. Will Josh shoot the film as planned, or show Dylan as the truly interesting person she is?",14.694,2011-11-11,Geek Charming,6.7,724
"[18, 36]",41876,it,La caduta degli dei,"In the early days of Nazi Germany, a powerful noble family must adjust to life under the new dictatorship regime.",14.694,1969-10-30,The Damned,7.4,185
"[35, 18]",1110998,pt,Homem de Verdade,A boy dreams of being a man like the ones he lusts for. Does the man he becomes live as he imagined?,14.692,2023-10-24,Real Man,0,0
"[53, 28, 12, 80]",564147,kn,ಕೆಜಿಎಫ್ ಅಧ್ಯಾಯ ೧,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.",14.692,2018-12-20,K.G.F: Chapter 1,7.4,181
"[16, 10751]",624620,en,"PAW Patrol: Ready, Race, Rescue!","It’s the Adventure Bay 500! The pups have built an awesome race track and are ready to be the pit crew for their race hero, The Whoosh! But when the legendary racer is unable to drive in the championship race, he calls on his biggest fan-pup Marshall to take the wheel and race in his place! Marshall has to overcome his lack of confidence and his dastardly competition, The Cheetah, to fulfill his dream of becoming the fastest race-pup ever!",14.689,2019-08-02,"PAW Patrol: Ready, Race, Rescue!",7.1,125
"[16, 12, 14]",188403,ja,映画ドラえもん のび太のドラビアンナイト,"With Doraemon's ""Storybook Shoes"" gadget, he and Nobita go to different stories to watch them. Nobita asks Doraemon to allow him to share this gadget with Shizuka and Doraemon agrees.",14.689,1991-03-09,Doraemon: Nobita's Dorabian Nights,7.5,54
"[35, 53, 18]",8079,hi,ओम शांति ओम,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",14.689,2007-11-07,Om Shanti Om,7.1,317
[35],354861,en,Father Figures,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",14.687,2017-12-21,Father Figures,5.8,579
"[28, 53, 18, 80]",4959,en,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",14.687,2009-02-03,The International,6.2,1119
"[10749, 37, 18]",6643,en,The Unforgiven,The neighbors of a frontier family turn on them when it is suspected that their beloved adopted daughter was stolen from the Kiowa tribe.,14.684,1960-04-06,The Unforgiven,6.2,162
"[28, 35]",18665,cn,鼠膽龍威,"After failing to save his wife from 'The Doctor', Kit Li is working as a bodyguard and secret stunt double for the cowardly martial arts film star Frankie Lane. Frankie attends an exhibition of the crown jewels of Russia at a Hong Kong hotel, and when the Doctor's gang take over the building in attempt to steal them, Kit is the only thing standing in their way. Will Frankie regain his courage? Will romance blossom between Kit and the nosy reporter? Who has the best Kung-Fu?",14.682,1995-07-12,High Risk,6.7,110
"[10752, 18, 36]",10705,en,Henry V,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,14.682,1989-10-05,Henry V,7.2,330
"[80, 28, 53]",518963,ko,독전,"After a traumatic event, a drug trafficker turns sides and conspires with a dangerously ambitious undercover police officer to bring down the mysterious kingpin of a major drug cartel.",14.681,2018-05-22,Believer,7.3,92
"[80, 27, 53]",514277,en,Mara,"Criminal psychologist Kate Fuller is assigned to the murder of a man who has seemingly been strangled in his sleep by his wife and the only witness is their eight-year-old daughter, Sophie. As Kate digs into the mystery of an ancient demon which kills people in their sleep, she experiences the same petrifying symptoms as all previous victims and spirals through a chilling nightmare to save herself and Sophie before she dares fall asleep again.",14.676,2018-08-22,Mara,5.7,346
[18],9763,en,Goal!,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer... However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",14.676,2005-09-29,Goal!,6.7,1024
[10749],716514,ko,인공지능 섹스돌,"Hyunsoo, a college student, has a trauma to her ex-girlfriend. One day he buys a female mannequin to paint. However, it wasn't a mannequin that Hyunsoo bought, but a cutting-edge sex robot. Hyun-soo's ex-girlfriend Min-ji feels jealous when she sees him after having a hot night with Lara.  When she meets Minji again, Hyun-soo presents Lara the sex robot to her father, Cheonsu, and she experiences a new world from Lara.",14.674,2018-07-31,Artificial Intelligence Sex,0,0
"[35, 18]",10611,en,Barbershop,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",14.674,2002-04-01,Barbershop,6.3,420
[35],387938,ru,СуперБобровы,A whole Bobrov family suddenly become superheroes...,14.673,2016-03-17,Super Family,5.1,36
"[18, 80, 53]",573227,es,The Longest Night,"A beautiful woman turns to prostitution. She must surrender her income to the leader of a human trafficking ring, but her daughter’s illness and a drug addiction prevent her from delivering her usual share.  An unexpected event will give her the opportunity to stop obeying and take justice into her own hands.",14.672,2019-03-13,The Longest Night,4.5,13
"[28, 12, 18, 53]",11866,en,Flight of the Phoenix,"When an oil rig in the Gobi Desert of Mongolia proves unproductive, an aircraft crew are sent to shut the operation down and fly them out. On the flight out over the desert on the way to Beijing, Capt. Frank Towns and co-pilot A.J. are unable to keep their cargo plane, a C-119 Flying Boxcar, in the air when a violent sandstorm strikes. Crash-landing in a remote uncharted part of the desert, the two pilots and their passengers -- a crew of oil workers and a drifter -- must work together to survive by rebuilding the aircraft. Soon, low supplies and a band of merciless smugglers add even greater urgency to their task.",14.672,2004-12-17,Flight of the Phoenix,6,785
"[18, 80, 35]",401847,en,Can You Ever Forgive Me?,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",14.669,2018-10-19,Can You Ever Forgive Me?,6.8,1181
[10749],376858,ko,하숙집 2,"Joon-hyeok is preparing to pass the exam for 9th rank government worker. Since it is his third attempt, he must pass the exam for sure this time. He becomes to live in a boarding house, which is a part of his father’s extraordinary measures to help his son studying. But what has been waiting for Joon-hyeok in the luxurious house was not the thick text books, but the two free-spirited women. Joon-hyeok begins his cohabitation with Ah-jeong, the owner of the boarding house, who is full of voluptuous beauty, and Dal-lae, a nurse, who exudes sex appeal from both her face and body. Since then, Joon-hyeok starts to spend every night to study women not his books.",14.668,2016-01-07,Boarding House 2,7.5,2
[37],49397,it,Da uomo a uomo,"Bill Meceita, a boy whose family was murdered in front of him by a gang, sets out 15 years later to exact revenge. On his journey, he finds himself continually sparring and occasionally cooperating with Ryan, a gunfighter on his own quest for vengeance, who knows more than he says about Bill's tragedy.",14.668,1967-08-31,Death Rides a Horse,7,175
"[18, 14]",2447,en,The Nativity Story,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",14.668,2006-11-30,The Nativity Story,7,198
[10749],700548,ko,내 학생의 엄마 4,"Yoon-yeong failed her university entrance exam twice. Her mother provides her an English tutor since her grades do not improve as expected.  However, the tutor goes to Yoon-yeong’s mother, Hee-jae, and then Hee-jae’s younger sibling, Yoon-joo, likes the youthful and handsome tutor.  Eventually, Yoon-joo plans to seduce the tutor, Yoon-seong by making her sister and Yoon-yeong leave the house.  The tutor knows how Yoon-joo feels, but he still keeps on thinking about seeking Hee-jae…",14.666,2019-10-11,My Student's Mom 4,0,0
[35],41308,es,El padrecito,"Young priest Father Sebastián is assigned to a parish in San Jeronimo el Alto, where he is not welcomed by the community, particularly the resident priest Father Damián. The newcomer gradually earns the trust of the people through humor, but firmly captures their hearts by saving the town fiesta by fighting a bull when the hired torero failed to show. Father Sebastián counsels the townspeople, lecturing them on their duties in a modern society. He used the collection plate to redistribute the town's wealth more evenly.",14.666,1964-09-03,El padrecito,7.9,134
"[18, 53]",333381,en,Return to Sender,A nurse living in a small town goes on a blind date with a man who is not the person he says he is.,14.665,2015-05-31,Return to Sender,6.1,1144
"[10402, 10770, 14]",551298,en,Under the Sea: A Descendants Story,Mal emerges from the shadows of a mystical forest onto a dark coastline where she crosses paths with Dizzy.,14.663,2018-09-28,Under the Sea: A Descendants Story,7.5,83
"[35, 80]",378,en,Raising Arizona,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",14.663,1987-03-01,Raising Arizona,7,1872
"[28, 12, 18, 36]",360249,no,Birkebeinerne,"Norway, 1204. A civil war between the birkebeiners —the king's men— and the baglers —supporters of the Norwegian aristocracy and the Church— ravages the country. Two men must protect a baby, the illegitimate son of King Håkon, who will be the future king and peacemaker, from those who want to kill him.",14.661,2016-02-12,The Last King,5.7,214
"[35, 10749]",44221,en,Group Sex,"Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group.",14.661,2010-08-24,Group Sex,6,78
"[36, 18, 80]",445040,en,My Friend Dahmer,"Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become.",14.66,2017-11-03,My Friend Dahmer,6.5,531
"[18, 9648, 878]",16241,en,The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,14.66,1978-10-05,The Boys from Brazil,6.7,349
"[16, 28, 14, 9648]",20077,en,The Batman vs. Dracula,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",14.659,2005-10-18,The Batman vs. Dracula,7,304
"[28, 14, 53]",10546,en,The Crow: City of Angels,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",14.659,1996-08-29,The Crow: City of Angels,5.5,462
"[12, 35, 18]",421,en,The Life Aquatic with Steve Zissou,"Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",14.658,2004-12-10,The Life Aquatic with Steve Zissou,7.1,2641
"[80, 53]",728366,en,Borrego,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",14.656,2022-01-14,Borrego,6,82
"[18, 10749]",753012,ko,외출 3,"Eun-young, who is lonely with no lover, is Hyojin, a studio junior. When you hear that you have a lover, ask for an introduction. Hyojin introduces her lover Kyuhyun to Eunyoung on the way to work. Kyuhyun is a lover who broke up three years ago. Kyuhyun secretly begs Eunyoung to come back to Hyojin, but Eun-young is married. We meet again with Kyuhyun's endless courtship. Hyojin gets caught. Eun-young, who sees the scene of her husband's cheating, goes to Kyu-hyun.",14.655,2020-09-25,Outing 3,0,0
"[28, 53]",3595,en,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",14.655,1996-11-08,Ransom,6.6,1666
[],1174857,ja,消えない灯り,,14.654,2023-10-21,消えない灯り,0,0
"[10749, 35]",384677,en,Set It Up,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,14.653,2018-06-15,Set It Up,6.9,2465
"[16, 35]",89458,ja,クレヨンしんちゃん 暗黒タマタマ大追跡,The Noharas get caught between two rival clans when Himawari swallows a pretty bead that turns out to be a mysterious ball with hidden powers.,14.653,1997-04-19,Crayon Shin-chan: Pursuit of the Balls of Darkness,7.3,43
"[18, 35]",9779,en,The Sisterhood of the Traveling Pants,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",14.653,2005-06-01,The Sisterhood of the Traveling Pants,6.5,1214
"[80, 18]",1429,en,25th Hour,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",14.651,2002-12-19,25th Hour,7.3,2159
[18],216919,es,Deseo,"Eight short stories of seduction and illicit encounters between lovers, filled with humor and eroticism, which use a circular structure located in the cosmopolitan atmosphere of a colonial city of Mexico.",14.648,2013-09-13,Deseo,6.6,239
"[28, 35, 878]",13282,en,Death Race 2000,"In a boorish future, the government sponsors a popular, but bloody, cross-country race in which points are scored by mowing down pedestrians. Five teams, each comprised of a male and female, compete using cars equipped with deadly weapons. Frankenstein, the mysterious returning champion, has become America's hero, but this time he has a passenger from the underground resistance.",14.648,1975-04-30,Death Race 2000,6.1,420
"[27, 9648, 53]",12619,en,Cherry Falls,"Cherry Falls is a quiet little town - until the night that a serial killer begins preying on its youth. After a third teen is found slain, the killer's modus operandi emerges: the victims were all virgins. Sheriff Marken is concerned for the safety of the teens in general and in particular his own daughter Jody, who is still a virgin...",14.648,2000-08-25,Cherry Falls,5.3,256
"[12, 18, 14]",559907,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",14.646,2021-07-29,The Green Knight,6.6,1618
"[16, 878, 10770, 12, 10751, 35, 14, 9648]",205081,en,Codename: Kids Next Door - Operation Z.E.R.O.,"The villains of the Kids Next Door, lead by Father, join forces to resurrect the Ultimate Evil, Grandfather, a tyrant who once ruled the world many years ago when most of the villains were themselves kids. However, Father disgraced him that he can't even try to destroy the KND and the Villains were quickly betrayed when they are turned into Senior Citizombies, creatures that are immortal and can transform any living creature into one of them and slaves who are forced to make Tapioca to refuel Grandfather so he can find and destroy the Book of K.N.D.",14.646,2006-08-11,Codename: Kids Next Door - Operation Z.E.R.O.,8,175
[35],9957,en,The Benchwarmers,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,14.646,2006-04-07,The Benchwarmers,5.9,807
[27],997741,id,Mangkujiwo 2,"After Cokrokusumo's death, Uma tries to deal with the trauma while looking for answers to the mystery of the Kuntilanak's involvement in her life. Meanwhile, Brotoseno, Nyi Kenanga and Karmila are taking heinous methods to bring Mangkujiwo to the pinnacle of glory, where blood will again be spilled.",14.645,2023-01-26,Mangkujiwo 2,7,1
"[27, 9648]",595216,en,Play or Die,"Welcome to Paranoia, the ultimate escape game. Rule #1: Nothing is real. Rule #2: One of you will die. Lucas and Chloe, two passionate gamers, decide to participate to Paranoia, a very exclusive escape game. After solving a first riddle, they make it to the location of the finale in an abandoned mental hospital, lost in a frightening forest. There, four other participants are waiting on them. They soon realize that only one of them will get out of there alive.",14.645,2019-05-10,Play or Die,5.5,139
"[18, 27]",955531,es,Hermana Muerte,"In post-civil war Spain, Narcisa, a novice, arrives at an old convent, converted into a girls' school, to become a teacher.",14.644,2023-10-05,Sister Death,7,1
"[16, 35, 10751, 14, 10402]",201676,en,My Little Pony: Equestria Girls,"Via a magic mirror, Twilight Sparkle travels into an alternate universe in order to recover a crown that was stolen from the Crystal Empire. Upon her arrival she is horrified to learn that she has turned into a human.",14.644,2013-06-16,My Little Pony: Equestria Girls,7.3,228
"[35, 18]",893372,fr,Une belle course,"A seemingly simple taxi ride across Paris evolves into a profound meditation on the realities of the driver, whose personal life is in shambles, and his fare, an elderly woman whose warmth belies her shocking past.",14.642,2022-09-21,Driving Madeleine,7.2,82
"[16, 12, 10751, 14, 878, 35]",682153,ja,映画ドラえもん のび太の新恐竜,"Nobita accidentally found a fossil dinosaur egg mixed with rocks in the dinosaur fossil exhibition site that he had visited before. He returned it to its original state with the ""Time blanket"".",14.64,2020-08-07,Doraemon: Nobita's New Dinosaur,7.4,41
"[28, 12, 878, 10752]",13995,en,Captain America,"During World War II, a brave, patriotic American Soldier undergoes experiments to become a new supersoldier, ""Captain America"". Racing to Germany to sabotage the rockets of Nazi baddie ""Red Skull"", Captain America winds up frozen until the 1990s. He reawakens to find that the Red Skull has changed identities and is now planning to kidnap the President of the United States.",14.64,1990-12-14,Captain America,4.5,382
"[18, 28, 35, 10749]",20294,hi,Welcome,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",14.639,2007-12-21,Welcome,6.8,134
[28],178,en,Blown Away,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,14.638,1994-07-01,Blown Away,6.2,482
"[35, 12]",5683,en,Pee-wee's Big Adventure,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",14.637,1985-07-26,Pee-wee's Big Adventure,6.4,699
"[18, 36]",11652,en,Invincible,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",14.636,2006-08-25,Invincible,7,839
"[28, 878, 53]",9556,en,Darkman,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",14.636,1990-08-24,Darkman,6.4,1199
"[53, 80, 9648]",13483,en,Awake,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.",14.635,2007-11-28,Awake,6.5,1268
[99],953300,en,The Mystery of Marilyn Monroe: The Unheard Tapes,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,14.634,2022-04-27,The Mystery of Marilyn Monroe: The Unheard Tapes,6.3,124
"[27, 878]",28941,en,Chopping Mall,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the “intruders.” The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",14.634,1986-03-21,Chopping Mall,5.8,315
[18],265189,sv,Turist,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",14.633,2014-08-15,Force Majeure,6.9,924
[18],17961,fr,L'Enfer,An irritable and stressed-out hotel manager begins to develop paranoid delusions about his wife's infidelity.,14.631,1994-02-16,Torment,6.8,212
"[35, 10749]",15037,en,Can't Hardly Wait,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",14.628,1998-06-12,Can't Hardly Wait,6.2,477
"[18, 10749]",10436,en,The Age of Innocence,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",14.627,1993-09-10,The Age of Innocence,7,958
"[18, 10752]",31442,ru,Иваново детство,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",14.626,1962-05-09,Ivan's Childhood,7.9,640
"[12, 16, 35, 10751]",12609,da,"Hjælp, jeg er en fisk","Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea, with one problem. They must find and drink the antidote within 48 hours, or forever remain as fish.",14.625,2000-10-06,Help! I'm a Fish,6.6,384
"[14, 35, 12]",1832,en,Dogma,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",14.625,1999-11-12,Dogma,6.9,2299
"[27, 53]",341006,en,The Belko Experiment,A group of eighty American workers are locked in their office and ordered by an unknown voice to participate in a twisted game.,14.624,2016-03-17,The Belko Experiment,6.2,1328
"[28, 12, 14]",24264,en,Sheena,"Sheena's parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey, are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",14.624,1984-08-17,Sheena,5.7,128
"[18, 9648, 53]",401898,no,Thelma,A college student starts to experience extreme seizures. She soon learns that the violent episodes are a symptom of inexplicable abilities.,14.621,2017-09-15,Thelma,6.9,926
"[53, 37, 9648]",8043,en,Breakheart Pass,"At the height of the frontier era, a train races through the Rocky Mountains on a classified mission to a remote army post. But one by one the passengers are being murdered, and their only hope is the mysterious John Deakin, who's being transported to face trial for murder.",14.62,1975-12-09,Breakheart Pass,6.6,161
"[16, 12, 35, 14, 28, 10751]",592867,ja,ドラゴンクエスト ユア・ストーリー,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,14.619,2019-08-02,Dragon Quest: Your Story,6.7,188
"[18, 878, 35, 10749]",790459,en,Fingernails,"Anna increasingly suspects that her relationship with her longtime partner may not actually be the real thing. In an attempt to improve things, she secretly embarks on a new assignment working at a mysterious institute designed to incite and test the presence of romantic love in increasingly desperate couples.",14.617,2023-10-27,Fingernails,0,0
"[14, 27, 9648]",542224,en,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",14.616,2020-01-30,Gretel & Hansel,6,1284
"[27, 53]",10072,en,A Nightmare on Elm Street 3: Dream Warriors,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.",14.612,1987-02-27,A Nightmare on Elm Street 3: Dream Warriors,6.7,1570
"[35, 18, 10749]",12220,en,The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,14.611,1999-10-14,The Story of Us,6,287
"[80, 18]",22073,en,Hoodlum,"In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",14.608,1997-08-27,Hoodlum,6.3,164
"[18, 36, 10752]",625,en,The Killing Fields,"New York Times reporter Sydney Schanberg is on assignment covering the Cambodian Civil War, with the help of local interpreter Dith Pran and American photojournalist Al Rockoff. When the U.S. Army pulls out amid escalating violence, Schanberg makes exit arrangements for Pran and his family. Pran, however, tells Schanberg he intends to stay in Cambodia to help cover the unfolding story — a decision he may regret as the Khmer Rouge rebels move in.",14.608,1984-11-23,The Killing Fields,7.5,658
"[28, 878]",205126,en,Independence Daysaster,"When Earth is attacked by a hostile alien force, a small town firefighter and a rogue SETI scientist team up to activate the only technology capable of defeating the invaders.",14.606,2013-06-27,Independence Daysaster,4.5,73
"[878, 18, 53, 12]",559581,en,Stowaway,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,14.603,2021-06-24,Stowaway,6,404
"[12, 28, 14]",460557,zh,奇门遁甲,"The world is on the brink of catastrophe in a chaotic age where evil demons roam. In order to keep evil at bay, a mysterious organisation from the pugilist world emerges. A new constable and a young girl with a mysterious past are also drawn into this group, and the group embarks on an incredible adventure.",14.602,2017-12-15,The Thousand Faces of Dunjia,6.1,52
"[27, 53, 28]",13613,en,Day of the Dead,"When a small Colorado town is overrun by the flesh hungry dead, a small group of survivors try to escape in a last ditch effort to stay alive.",14.602,2008-04-08,Day of the Dead,5.2,341
"[878, 53]",791568,en,Settlers,"Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape.",14.601,2021-07-23,Settlers,4.8,99
"[28, 35]",19267,en,The Big Brawl,A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,14.599,1980-08-18,The Big Brawl,6,157
"[28, 12, 18]",11532,en,The Emerald Forest,"For ten years, engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously, he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain, fearful only of those who would exploit it. And as Bill attempts to ""rescue"" him from the savagery of the untamed jungle, Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.",14.599,1985-06-22,The Emerald Forest,6.7,202
"[14, 27, 9648, 53]",9616,en,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",14.599,2003-09-05,The Order,5.7,323
